Genes,lb,mle,ub,ce,Z,cZ,p_value
GGT5,-0.3030801,0,0.81831627,0,0.538667151,0,0.295058272
NOS3,-0.39400413,0,0.66677622,0,0.321784315,0,0.373808049
ST6GALNAC1,-0.39400413,0,0.63646821,0,0.267866769,0,0.394400937
NT5E,-0.39400413,0,0.66677622,0,0.266702615,0,0.39484907
SLC22A1,-0.48492816,0,0.63646821,0,0.21035735,0,0.416694389
CARNS1,-0.48492816,0,0.72739224,0,0.175978217,0,0.430155528
B3GNT7,-0.54554418,0,0.69708423,0,0.171176259,0,0.432042587
MIP,-0.66677622,0,0.69708423,0,0.162862271,0,0.435313439
PLCB2,-0.48492816,0,0.6061602,0,0.160895222,0,0.436087963
CEL,-0.51523617,0,0.66677622,0,0.15247302,0,0.439406934
ACSL5,-0.57585219,0,0.66677622,0,0.144845577,0,0.442416398
DDO,-0.42431214,0,0.69708423,0,0.142189064,0,0.443465335
SLC12A1,-0.54554418,0,0.6061602,0,0.138431339,0,0.444949765
SLC6A12,-0.51523617,0,0.6061602,0,0.136437766,0,0.44573761
IDO1,-0.36369612,0,0.57585219,0,0.127361188,0,0.449327267
ALDH1L1,-0.54554418,0,0.6061602,0,0.116902939,0,0.453468484
CYP7A1,-0.57585219,0,0.66677622,0,0.11296899,0,0.45502757
HS3ST3B1,-0.57585219,0,0.72739224,0,0.112122331,0,0.455363206
HMGCLL1,-0.6061602,0,0.72739224,0,0.106055038,0,0.457769342
ADA,-0.57585219,0,0.84862428,0,0.103367151,0,0.458835791
MIOX,-0.54554418,0,0.54554418,0,0.086457488,0,0.465551374
SLC28A1,-0.51523617,0,0.63646821,0,0.08171649,0,0.467436083
AOC3,-0.48492816,0,0.57585219,0,0.073750536,0,0.470604443
ACSM1,-0.54554418,0,0.63646821,0,0.072084439,0,0.471267355
PDHA2,-0.48492816,0,0.54554418,0,0.063695161,0,0.474606479
NAGS,-0.57585219,0,0.6061602,0,0.051701372,0,0.479383322
LDHC,-0.69708423,0,0.72739224,0,0.05141803,0,0.479496209
CYP21A2,-0.48492816,0,0.54554418,0,0.041448996,0,0.483468976
GALNT15,-0.45462015,0,0.57585219,0,0.033313616,0,0.486712248
GSTP1,-0.57585219,0,0.54554418,0,0.03251413,0,0.487031024
ATP2B2,-0.69708423,0,0.72739224,0,0.030070044,0,0.488005596
SLC14A1,-0.54554418,0,0.57585219,0,0.017418776,0,0.493051265
SLC34A3,-0.51523617,0,0.6061602,0,0.010629709,0,0.49575944
PLCL1,-0.72739224,0,0.6061602,0,0.010282804,0,0.495897827
RHBG,-0.51523617,0,0.51523617,0,0.007246275,0,0.49710918
VNN2,-0.51523617,0,0.57585219,0,0.005242251,0,0.497908654
CSGALNACT1,-0.72739224,0,0.72739224,0,0.00026958,0,0.499892453
PIGA,-0.33338811,0,0.36369612,0,0.000254136,0,0.499898614
AADAC,-0.6061602,0,0.54554418,0,0,0,0.5
ACOX2,-0.54554418,0,0.57585219,0,0,0,0.5
ACSL3,-0.33338811,0,0.33338811,0,0,0,0.5
ADCY4,-0.51523617,0,0.57585219,0,0,0,0.5
AGPAT2,-0.66677622,0,0.63646821,0,0,0,0.5
AK3,-0.54554418,0,0.51523617,0,0,0,0.5
AMPD1,-0.6061602,0,0.57585219,0,0,0,0.5
ASS1,-0.33338811,0,0.3030801,0,0,0,0.5
ATP10A,-0.69708423,0,0.66677622,0,0,0,0.5
ATP1A1,-0.33338811,0,0.33338811,0,0,0,0.5
ATP5F1B,-0.24246408,0,0.24246408,0,0,0,0.5
ATP5PB,-0.33338811,0,0.27277209,0,0,0,0.5
ATP5PD,-0.39400413,0,0.33338811,0,0,0,0.5
CYP19A1,-0.69708423,0,0.66677622,0,0,0,0.5
CYP26B1,-0.54554418,0,0.54554418,0,0,0,0.5
ELOVL1,-0.57585219,0,0.51523617,0,0,0,0.5
FTH1,-0.03030801,0,0,0,0,0,0.5
FTL,-0.03030801,0,0,0,0,0,0.5
GALE,-0.45462015,0,0.45462015,0,0,0,0.5
GGT1,-0.66677622,0,0.63646821,0,0,0,0.5
HADHA,-0.33338811,0,0.3030801,0,0,0,0.5
HYAL3,-0.69708423,0,0.66677622,0,0,0,0.5
INPP5D,-0.57585219,0,0.54554418,0,0,0,0.5
IP6K2,-0.54554418,0,0.48492816,0,0,0,0.5
LTC4S,-0.57585219,0,0.57585219,0,0,0,0.5
MAN2C1,-0.6061602,0,0.57585219,0,0,0,0.5
MGST3,-0.54554418,0,0.48492816,0,0,0,0.5
NMNAT1,-0.66677622,0,0.6061602,0,0,0,0.5
PDE3B,-0.69708423,0,0.6061602,0,0,0,0.5
PDE6A,-0.63646821,0,0.66677622,0,0,0,0.5
PDE8A,-0.48492816,0,0.42431214,0,0,0,0.5
PDHA1,-0.45462015,0,0.39400413,0,0,0,0.5
PI4K2A,-0.48492816,0,0.51523617,0,0,0,0.5
PI4KB,-0.42431214,0,0.36369612,0,0,0,0.5
PLA2G10,-0.63646821,0,0.57585219,0,0,0,0.5
PPAT,-0.48492816,0,0.48492816,0,0,0,0.5
SARDH,-0.75770025,0,0.66677622,0,0,0,0.5
SLC12A2,-0.48492816,0,0.42431214,0,0,0,0.5
SLC20A1,-0.42431214,0,0.39400413,0,0,0,0.5
SLC36A4,-0.81831627,0,0.72739224,0,0,0,0.5
SLC4A2,-0.6061602,0,0.54554418,0,0,0,0.5
SLC5A5,-0.63646821,0,0.63646821,0,0,0,0.5
TST,-0.42431214,0,0.39400413,0,0,0,0.5
UQCRC2,-0.33338811,0,0.33338811,0,0,0,0.5
PLD2,-0.6061602,0,0.6061602,0,0,0,0.5
SLC8A2,-0.51523617,0,0.57585219,0,0,0,0.5
HEPH,-0.6061602,0,0.57585219,0,0,0,0.5
PLCH2,-0.6061602,0,0.57585219,0,-0.012152165,0,0.504847893
SLCO2A1,-0.63646821,0,0.6061602,0,-0.013744643,0,0.505483147
MTHFS,-0.54554418,0,0.42431214,0,-0.013922169,0,0.505553963
INPP5B,-0.81831627,0,0.63646821,0,-0.014467793,0,0.505771613
ELOVL4,-0.78800826,0,0.66677622,0,-0.016838634,0,0.506717326
LIPF,-0.63646821,0,0.51523617,0,-0.019942198,0,0.507955259
CBR1,-0.39400413,0,0.3030801,0,-0.029818748,0,0.511894197
HPD,-0.66677622,0,0.48492816,0,-0.038404564,0,0.515317439
SLC27A3,-0.75770025,0,0.6061602,0,-0.044799529,0,0.51786645
SMPD4,-1.030472339,0,0.63646821,0,-0.052451678,0,0.520915601
LCAT,-0.6061602,0,0.51523617,0,-0.059286446,0,0.523638022
FMO1,-0.63646821,0,0.45462015,0,-0.063860851,0,0.525459487
ABCB4,-0.72739224,0,0.66677622,0,-0.071292314,0,0.528417444
PTGS2,-0.75770025,0,0.45462015,0,-0.078542752,0,0.531301838
GATM,-0.66677622,0,0.54554418,0,-0.085469728,0,0.53405602
PFKFB1,-0.63646821,0,0.54554418,0,-0.088506071,0,0.53526277
PDE5A,-0.57585219,0,0.45462015,0,-0.116521445,0,0.546380354
GLDC,-0.63646821,0,0.54554418,0,-0.133032695,0,0.552916238
KCNJ8,-0.66677622,0,0.42431214,0,-0.14595047,0,0.558019756
UGT2B7,-0.72739224,0,0.45462015,0,-0.160082259,0,0.563591862
SOAT2,-0.84862428,0,0.48492816,0,-0.187051841,0,0.574190006
PAOX,-0.75770025,0,0.57585219,0,-0.212192011,0,0.58402138
SLC7A7,-0.72739224,0,0.42431214,0,-0.293187522,0,0.615310589
VNN1,-0.6061602,-0.03030801,0.66677622,0,0.142517424,0,0.443335659
ST6GAL1,-0.63646821,-0.03030801,3.364189108,0,0.138339246,0,0.444986155
PTGES,-0.54554418,-0.03030801,0.72739224,0,0.113392655,0,0.454859631
HSD17B2,-0.66677622,-0.03030801,3.091417018,0,0.096345042,0,0.461623269
SLC12A4,-0.63646821,-0.03030801,3.030800998,0,0.060990385,0,0.475683433
CYP4Z1,-0.6061602,-0.03030801,0.72739224,0,0,0,0.5
SLC37A1,-0.36369612,-0.03030801,0.33338811,0,0,0,0.5
AMY2B,-0.57585219,-0.03030801,0.57585219,0,0,0,0.5
ALOX5,-0.66677622,-0.03030801,1.242628409,0,-0.001255834,0,0.500501005
HS3ST1,-0.51523617,-0.03030801,0.57585219,0,-0.009944025,0,0.503967026
ACYP1,-0.69708423,-0.03030801,0.63646821,0,-0.020122738,0,0.508027269
SLC25A14,-0.69708423,-0.03030801,0.6061602,0,-0.020238096,0,0.508073281
MPST,-0.42431214,-0.03030801,0.36369612,0,-0.02130873,0,0.50850031
COX6A1,-0.33338811,-0.03030801,0.27277209,0,-0.032444271,0,0.512941121
GYG1,-0.42431214,-0.03030801,0.33338811,0,-0.035516057,0,0.514165878
MBOAT2,-0.69708423,-0.03030801,0.63646821,0,-0.041266795,0,0.516458398
ATP6V1D,-0.42431214,-0.03030801,0.36369612,0,-0.041750795,0,0.51665132
OXCT1,-0.75770025,-0.03030801,0.63646821,0,-0.042355614,0,0.516892394
PGM1,-0.51523617,-0.03030801,0.42431214,0,-0.04647701,0,0.518534971
SLC6A9,-0.48492816,-0.03030801,0.39400413,0,-0.046889838,0,0.518699486
NAGA,-0.75770025,-0.03030801,0.63646821,0,-0.04848275,0,0.519334244
SLC11A1,-0.66677622,-0.03030801,0.57585219,0,-0.050668724,0,0.52020525
GALNT1,-0.51523617,-0.03030801,0.39400413,0,-0.066432069,0,0.52648308
ADO,-0.75770025,-0.03030801,0.6061602,0,-0.066947738,0,0.526688346
LSS,-0.42431214,-0.03030801,0.3030801,0,-0.067861061,0,0.527051882
ALDH3A1,-0.69708423,-0.03030801,0.57585219,0,-0.069236101,0,0.527599156
GMPR2,-0.42431214,-0.03030801,0.33338811,0,-0.070992035,0,0.528297953
PIK3R5,-0.63646821,-0.03030801,0.54554418,0,-0.071691041,0,0.528576107
CSAD,-0.51523617,-0.03030801,0.45462015,0,-0.08429302,0,0.533588269
PCBD2,-0.72739224,-0.03030801,0.6061602,0,-0.084297287,0,0.533589965
GMPPB,-0.66677622,-0.03030801,0.57585219,0,-0.086092463,0,0.534303543
TXNRD2,-0.69708423,-0.03030801,0.57585219,0,-0.086225945,0,0.534356597
NDUFS7,-0.6061602,-0.03030801,0.45462015,0,-0.087230573,0,0.534755881
NDUFS3,-0.45462015,-0.03030801,0.33338811,0,-0.087603194,0,0.534903968
GSTO1,-0.54554418,-0.03030801,0.39400413,0,-0.089545107,0,0.535675646
HPRT1,-0.51523617,-0.03030801,0.39400413,0,-0.097897738,0,0.538993252
ATP5MC3,-0.33338811,-0.03030801,0.24246408,0,-0.108099515,0,0.543041624
SMPD1,-0.78800826,-0.03030801,0.6061602,0,-0.110880899,0,0.544144604
ATP6V1G2,-0.63646821,-0.03030801,0.54554418,0,-0.112654105,0,0.544847606
ST3GAL4,-0.75770025,-0.03030801,0.57585219,0,-0.113202018,0,0.545064802
PGAP1,-0.78800826,-0.03030801,0.6061602,0,-0.114136945,0,0.545435382
STARD3,-0.63646821,-0.03030801,0.48492816,0,-0.118163463,0,0.54703093
NDUFAB1,-0.33338811,-0.03030801,0.21215607,0,-0.12655404,0,0.550353313
GCSH,-0.75770025,-0.03030801,0.54554418,0,-0.134131253,0,0.553350607
CYP26A1,-0.54554418,-0.03030801,0.42431214,0,-0.14128421,0,0.556177289
SLC35A1,-0.66677622,-0.03030801,0.48492816,0,-0.141699648,0,0.556341373
AK7,-0.6061602,-0.03030801,0.54554418,0,-0.150903394,0,0.559974039
NDUFA4,-0.39400413,-0.03030801,0.27277209,0,-0.154494328,0,0.561390008
MDH1B,-0.72739224,-0.03030801,0.57585219,0,-0.157669962,0,0.562641564
CA9,-0.63646821,-0.03030801,0.51523617,0,-0.164663255,0,0.56539548
CS,-0.36369612,-0.03030801,0.24246408,0,-0.178320586,0,0.570764394
FBP2,-0.66677622,-0.03030801,0.54554418,0,-0.20204007,0,0.5800573
UQCRH,-0.3030801,-0.03030801,0.21215607,0,-0.227727807,0,0.590071073
SOD1,-0.33338811,-0.03030801,0.21215607,0,-0.229017582,0,0.590572375
CFTR,-0.66677622,-0.03030801,0.42431214,0,-0.241134135,0,0.595274421
AANAT,-0.63646821,-0.03030801,0.42431214,0,-0.242638881,0,0.595857421
ACACB,-0.75770025,-0.03030801,0.45462015,0,-0.257873782,0,0.60174784
CYP1A1,-0.69708423,-0.03030801,0.57585219,0,-0.264874575,0,0.604446957
SCLY,-3.273265078,-0.03030801,0.66677622,0,-0.308654195,0,0.621207705
CRAT,-0.72739224,-0.03030801,0.39400413,0,-0.318846055,0,0.625078374
SLC6A20,-0.69708423,-0.03030801,0.39400413,0,-0.348409639,0,0.636233718
ENPP3,-0.69708423,-0.03030801,0.48492816,0,-0.363171701,0,0.641761687
SLC12A6,-0.66677622,-0.03030801,0.36369612,0,-0.397007212,0,0.654318929
SMPD3,-0.78800826,-0.03030801,0.72739224,0,-0.430313288,0,0.666516119
CYP2J2,-0.81831627,-0.06061602,0.69708423,0,-0.085846268,0,0.534205687
TRDMT1,-3.061109008,-0.06061602,3.273265078,0,-0.092838203,0,0.53698395
ADCY1,-0.78800826,-0.06061602,0.66677622,0,-0.106629942,0,0.542458718
ACACA,-0.69708423,-0.06061602,0.54554418,0,-0.110018294,0,0.543802567
ME3,-0.78800826,-0.06061602,0.6061602,0,-0.118690094,0,0.547239557
ETNK2,-0.81831627,-0.06061602,0.6061602,0,-0.122668332,0,0.548815129
NNT,-0.69708423,-0.06061602,0.54554418,0,-0.133109494,0,0.552946607
CERT1,-0.69708423,-0.06061602,0.51523617,0,-0.13386444,0,0.553245115
IMPA1,-0.81831627,-0.06061602,0.63646821,0,-0.147563522,0,0.558656377
LRP2,-0.63646821,-0.06061602,0.51523617,0,-0.149032674,0,0.559236075
SLC4A10,-0.87893229,-0.06061602,0.6061602,0,-0.157310777,0,0.562500036
GPAT4,-0.57585219,-0.06061602,0.42431214,0,-0.158980887,0,0.563158034
FH,-0.48492816,-0.06061602,0.36369612,0,-0.165011161,0,0.565532401
ALDH1B1,-0.81831627,-0.06061602,0.6061602,0,-0.172296455,0,0.568397764
DHFR,-0.81831627,-0.06061602,0.6061602,0,-0.177208876,0,0.570327838
GALK2,-0.57585219,-0.06061602,0.45462015,0,-0.179153493,0,0.57109141
ST3GAL1,-0.57585219,-0.06061602,0.42431214,0,-0.183337033,0,0.572733211
PAFAH1B3,-0.54554418,-0.06061602,0.36369612,0,-0.184337489,0,0.573125647
CYP51A1,-0.75770025,-0.06061602,0.54554418,0,-0.184601967,0,0.573229379
GMPS,-0.6061602,-0.06061602,0.42431214,0,-0.189078224,0,0.574984246
NME4,-0.45462015,-0.06061602,0.33338811,0,-0.195467087,0,0.577486349
CYP4F11,-0.78800826,-0.06061602,0.57585219,0,-0.195607055,0,0.577541131
GART,-0.66677622,-0.06061602,0.48492816,0,-0.196363867,0,0.577837312
SLC5A12,-0.63646821,-0.06061602,0.51523617,0,-0.199270167,0,0.578974293
ACOT2,-0.75770025,-0.06061602,0.51523617,0,-0.215052871,0,0.585136951
MAN1A2,-0.42431214,-0.06061602,0.3030801,0,-0.215987935,0,0.585501424
CHPF2,-0.63646821,-0.06061602,0.45462015,0,-0.21658431,0,0.585733843
PDE2A,-0.63646821,-0.06061602,0.45462015,0,-0.222148711,0,0.58790094
PIK3C2B,-0.63646821,-0.06061602,0.42431214,0,-0.226688171,0,0.589666887
NDUFB1,-0.51523617,-0.06061602,0.36369612,0,-0.233229096,0,0.592208243
HADHB,-0.39400413,-0.06061602,0.27277209,0,-0.234869213,0,0.592844877
BAG5,-0.51523617,-0.06061602,0.33338811,0,-0.238929756,0,0.594419974
ATP5F1D,-0.51523617,-0.06061602,0.36369612,0,-0.240314852,0,0.594956909
ADK,-0.45462015,-0.06061602,0.3030801,0,-0.26700322,0,0.605266659
SCARB1,-0.51523617,-0.06061602,0.33338811,0,-0.269190956,0,0.60610863
NDUFA5,-0.51523617,-0.06061602,0.33338811,0,-0.269957881,0,0.606403671
FDPS,-0.45462015,-0.06061602,0.3030801,0,-0.270197473,0,0.606495832
TAT,-0.66677622,-0.06061602,0.39400413,0,-0.274129659,0,0.608007509
IMPA2,-0.51523617,-0.06061602,0.33338811,0,-0.278253864,0,0.609591255
FBP1,-0.39400413,-0.06061602,0.24246408,0,-0.288836408,0,0.613646715
HMGCR,-0.45462015,-0.06061602,0.27277209,0,-0.291068862,0,0.614500673
PRDX2,-0.51523617,-0.06061602,0.3030801,0,-0.294193672,0,0.615695042
SOD3,-0.63646821,-0.06061602,0.39400413,0,-0.301171711,0,0.61835822
CYP4F22,-0.72739224,-0.06061602,0.57585219,0,-0.310440425,0,0.621886971
SCD,-0.36369612,-0.06061602,0.21215607,0,-0.311707014,0,0.622368402
PYCR2,-0.45462015,-0.06061602,0.27277209,0,-0.311955485,0,0.622462823
SLC25A3,-0.3030801,-0.06061602,0.18184806,0,-0.317088735,0,0.624411864
PAICS,-0.39400413,-0.06061602,0.24246408,0,-0.318335751,0,0.624884866
OXCT2,-0.63646821,-0.06061602,0.39400413,0,-0.322675907,0,0.62652965
IDH1,-0.39400413,-0.06061602,0.21215607,0,-0.326451482,0,0.627958604
NDUFA8,-0.51523617,-0.06061602,0.3030801,0,-0.334200051,0,0.630885697
ATP5PF,-0.39400413,-0.06061602,0.21215607,0,-0.360518478,0,0.640770279
GUCY1A2,-0.63646821,-0.06061602,0.39400413,0,-0.362207517,0,0.641401519
GALNT5,-0.63646821,-0.06061602,0.45462015,0,-0.373559327,0,0.645633901
PLA2G1B,-0.69708423,-0.06061602,0.39400413,0,-0.422896423,0,0.663814584
SLC3A2,-0.33338811,-0.06061602,0.15154005,0,-0.461463616,0,0.67776699
SLC23A2,-3.606653188,-0.06061602,0.69708423,0,-0.55337548,0,0.709996837
SLC3A1,-0.63646821,-0.06061602,0.33338811,0,-0.618101901,0,0.731745915
PLCE1,-1.666940549,-0.09092403,3.182341048,0,0,0,0.5
KYAT3,-0.72739224,-0.09092403,0.6061602,0,-0.142124649,0,0.556509226
COQ3,-0.81831627,-0.09092403,0.66677622,0,-0.186099073,0,0.573816466
AGPAT1,-0.72739224,-0.09092403,0.54554418,0,-0.201991979,0,0.580038503
GALNT10,-0.72739224,-0.09092403,0.54554418,0,-0.204505582,0,0.581020785
ECI2,-0.69708423,-0.09092403,0.51523617,0,-0.216667648,0,0.585766319
PIK3C3,-0.72739224,-0.09092403,0.51523617,0,-0.217304043,0,0.586014297
PLA2G2F,-0.63646821,-0.09092403,0.54554418,0,-0.229118,0,0.590611398
FPGT,-0.81831627,-0.09092403,0.54554418,0,-0.232404755,0,0.591888172
SUV39H1,-0.87893229,-0.09092403,0.57585219,0,-0.23610042,0,0.593322626
NUDT2,-0.66677622,-0.09092403,0.45462015,0,-0.243698558,0,0.596267855
SLC16A2,-0.84862428,-0.09092403,0.6061602,0,-0.246194867,0,0.597234306
EHMT1,-0.75770025,-0.09092403,0.54554418,0,-0.246716759,0,0.597436282
PC,-0.66677622,-0.09092403,0.48492816,0,-0.266510665,0,0.605077027
NDUFA3,-0.54554418,-0.09092403,0.36369612,0,-0.276567812,0,0.608944008
GALNS,-0.63646821,-0.09092403,0.42431214,0,-0.28081166,0,0.61057257
UCKL1,-0.66677622,-0.09092403,0.48492816,0,-0.283800177,0,0.61171824
SLC5A6,-0.63646821,-0.09092403,0.39400413,0,-0.285159488,0,0.612239022
POR,-0.6061602,-0.09092403,0.39400413,0,-0.30288433,0,0.619010993
TGDS,-0.69708423,-0.09092403,0.42431214,0,-0.312942316,0,0.622837756
ABCD3,-0.69708423,-0.09092403,0.45462015,0,-0.325335365,0,0.627536366
CYP4F12,-0.69708423,-0.09092403,0.45462015,0,-0.32881875,0,0.628853655
NDUFV2,-0.51523617,-0.09092403,0.3030801,0,-0.337553571,0,0.632150182
PTDSS1,-0.51523617,-0.09092403,0.3030801,0,-0.377984401,0,0.647278909
GPAA1,-0.45462015,-0.09092403,0.27277209,0,-0.388842109,0,0.651303525
PAPSS1,-0.51523617,-0.09092403,0.27277209,0,-0.403587485,0,0.656741955
FOLR2,-0.66677622,-0.09092403,0.39400413,0,-0.404239341,0,0.656981637
PGK2,-0.6061602,-0.09092403,0.39400413,0,-0.40534003,0,0.657386207
UQCRC1,-0.54554418,-0.09092403,0.33338811,0,-0.406064437,0,0.657652372
SLC25A1,-0.42431214,-0.09092403,0.24246408,0,-0.41684424,0,0.661603829
ATP5PO,-0.42431214,-0.09092403,0.21215607,0,-0.42483174,0,0.664520331
CDO1,-0.66677622,-0.09092403,0.39400413,0,-0.426855892,0,0.665257853
NDUFS8,-0.42431214,-0.09092403,0.21215607,0,-0.458916094,0,0.676852789
CYP4F2,-0.72739224,-0.09092403,0.39400413,0,-0.459586483,0,0.677093469
NDUFB5,-0.48492816,-0.09092403,0.24246408,0,-0.462788813,0,0.678242125
NDUFS5,-0.45462015,-0.09092403,0.21215607,0,-0.499887794,0,0.691422956
EBP,-0.45462015,-0.09092403,0.21215607,0,-0.502589919,0,0.692373691
TKT,-0.51523617,-0.09092403,0.24246408,0,-0.530978459,0,0.702283147
ALDH18A1,-0.45462015,-0.09092403,0.21215607,0,-0.534427986,0,0.703477269
ELOVL5,-0.48492816,-0.09092403,0.21215607,0,-0.537721847,0,0.704615453
COX7A2L,-0.33338811,-0.09092403,0.15154005,0,-0.549731333,0,0.708748169
COX8A,-0.33338811,-0.09092403,0.15154005,0,-0.593908348,0,0.723713292
FMO4,-0.93954831,-0.09092403,0.66677622,0,-0.643553993,0,0.740067654
SLC25A5,-0.36369612,-0.09092403,0.12123204,0,-0.695514497,0,0.756633535
PTGES3,-0.36369612,-0.09092403,0.12123204,0,-0.728260969,0,0.766773075
AMPD3,-0.69708423,-0.12123204,0.63646821,0,-0.111090528,0,0.54422772
INPP1,-2.151868709,-0.12123204,3.030800998,0,-0.237923611,0,0.594029829
ENO3,-0.72739224,-0.12123204,2.333716769,0,-0.254548535,0,0.600464093
PYCR3,-0.69708423,-0.12123204,0.51523617,0,-0.274931892,0,0.608315718
GYS1,-0.72739224,-0.12123204,0.48492816,0,-0.291614571,0,0.614709333
B4GALT5,-0.75770025,-0.12123204,0.51523617,0,-0.295570167,0,0.61622082
DGKE,-0.78800826,-0.12123204,0.54554418,0,-0.300661879,0,0.61816383
CYP4F3,-0.84862428,-0.12123204,0.54554418,0,-0.306515684,0,0.62039398
ALDH5A1,-0.75770025,-0.12123204,0.48492816,0,-0.312858418,0,0.622805885
EXT2,-0.72739224,-0.12123204,0.48492816,0,-0.316926575,0,0.624350342
SLC9A8,-0.87893229,-0.12123204,0.54554418,0,-0.334916102,0,0.631155813
ALDH2,-1.636632539,-0.12123204,0.57585219,0,-0.33531968,0,0.631308025
CHDH,-0.75770025,-0.12123204,0.45462015,0,-0.335944968,0,0.631543817
DGKH,-0.81831627,-0.12123204,0.48492816,0,-0.339436552,0,0.632859557
ALDH1A3,-0.75770025,-0.12123204,0.48492816,0,-0.340367963,0,0.633210279
PFKFB2,-0.75770025,-0.12123204,0.45462015,0,-0.340523066,0,0.633268672
ACAD10,-0.84862428,-0.12123204,0.51523617,0,-0.347044435,0,0.635721032
B3GALT6,-0.78800826,-0.12123204,0.48492816,0,-0.347887248,0,0.636037569
ETNK1,-0.72739224,-0.12123204,0.45462015,0,-0.354031169,0,0.638342238
TYRP1,-0.69708423,-0.12123204,0.45462015,0,-0.372480059,0,0.645232272
GLYCTK,-0.75770025,-0.12123204,0.45462015,0,-0.373509275,0,0.645615278
ATP8A1,-0.72739224,-0.12123204,0.45462015,0,-0.383988843,0,0.649506642
NMRK1,-0.78800826,-0.12123204,0.45462015,0,-0.390660234,0,0.651975802
NMNAT3,-0.87893229,-0.12123204,0.48492816,0,-0.437990998,0,0.669303595
AGPAT3,-0.69708423,-0.12123204,0.36369612,0,-0.455923989,0,0.675777681
SLC25A11,-0.54554418,-0.12123204,0.3030801,0,-0.470106432,0,0.68086051
NDST2,-0.78800826,-0.12123204,0.57585219,0,-0.485612258,0,0.686378948
HNMT,-0.54554418,-0.12123204,0.3030801,0,-0.517170932,0,0.697481579
NT5M,-3.152033038,-0.12123204,2.394332789,0,-0.534788724,0,0.703602019
SLC27A2,-0.6061602,-0.12123204,0.3030801,0,-0.559903534,0,0.712227381
GMPPA,-0.57585219,-0.12123204,0.27277209,0,-0.583196076,0,0.720119344
SLC29A2,-0.54554418,-0.12123204,0.24246408,0,-0.584112165,0,0.720427575
SLC25A20,-0.81831627,-0.12123204,0.57585219,0,-0.638973156,0,0.738579802
DCTPP1,-0.48492816,-0.12123204,0.18184806,0,-0.757153601,0,0.775521078
GPX4,-0.45462015,-0.12123204,0.15154005,0,-0.768996515,0,0.77905231
INPP5J,-3.455113138,-0.12123204,0.51523617,0,-0.769879718,0,0.779314377
ETFA,-0.45462015,-0.12123204,0.15154005,0,-0.781122026,0,0.782634636
AHCY,-0.42431214,-0.12123204,0.15154005,0,-0.792663969,0,0.786013186
UGP2,-0.45462015,-0.12123204,0.15154005,0,-0.804279845,0,0.789382312
PYGL,-0.78800826,-0.15154005,3.364189108,0,0.038467535,0,0.484657458
MAN1C1,-0.75770025,-0.15154005,0.63646821,0,-0.208075341,0,0.58241493
GFPT2,-0.93954831,-0.15154005,3.061109008,0,-0.312731386,0,0.622757626
GLUD2,-0.75770025,-0.15154005,0.54554418,0,-0.345715635,0,0.635221783
PDE1A,-0.75770025,-0.15154005,0.57585219,0,-0.349448945,0,0.636623853
ATP6V0A4,-0.81831627,-0.15154005,2.364024779,0,-0.352320755,0,0.637701138
IPMK,-0.84862428,-0.15154005,0.54554418,0,-0.352822564,0,0.637889267
CYP27B1,-0.81831627,-0.15154005,0.54554418,0,-0.373978208,0,0.645789735
ATP1A3,-0.72739224,-0.15154005,0.48492816,0,-0.387631934,0,0.650855784
SLC26A11,-0.87893229,-0.15154005,0.48492816,0,-0.410045296,0,0.65911364
PIP4K2A,-0.81831627,-0.15154005,0.48492816,0,-0.411814052,0,0.659762139
GALNT12,-0.9092403,-0.15154005,0.54554418,0,-0.412293387,0,0.659937802
CTPS1,-0.66677622,-0.15154005,0.42431214,0,-0.420286902,0,0.662862061
SLC26A2,-0.75770025,-0.15154005,0.45462015,0,-0.43294045,0,0.667470984
DERA,-0.78800826,-0.15154005,0.48492816,0,-0.435100341,0,0.668255202
PIPOX,-0.72739224,-0.15154005,0.42431214,0,-0.44430766,0,0.671589918
GNMT,-0.84862428,-0.15154005,0.48492816,0,-0.450603303,0,0.673862257
SLC36A1,-0.81831627,-0.15154005,0.45462015,0,-0.455215958,0,0.675523059
ACO1,-0.93954831,-0.15154005,0.48492816,0,-0.456692104,0,0.676053816
AGPAT5,-0.72739224,-0.15154005,0.39400413,0,-0.46159342,0,0.677813543
PLCG1,-0.75770025,-0.15154005,0.42431214,0,-0.463688501,0,0.678564532
PLCB4,-0.78800826,-0.15154005,0.45462015,0,-0.465125275,0,0.679079126
UPP1,-0.84862428,-0.15154005,0.45462015,0,-0.469262278,0,0.680558913
PRPS2,-0.81831627,-0.15154005,0.45462015,0,-0.475388792,0,0.682745059
MTMR2,-0.66677622,-0.15154005,0.39400413,0,-0.486219591,0,0.686594259
B4GALT3,-0.72739224,-0.15154005,0.39400413,0,-0.503422049,0,0.692666213
TH,-0.78800826,-0.15154005,0.45462015,0,-0.52263283,0,0.699385105
SLC5A10,-0.66677622,-0.15154005,0.36369612,0,-0.54607474,0,0.707492719
NSDHL,-0.6061602,-0.15154005,0.3030801,0,-0.563060768,0,0.713303247
HAS3,-0.75770025,-0.15154005,0.42431214,0,-0.572024738,0,0.716347392
ACOX1,-0.72739224,-0.15154005,0.36369612,0,-0.572845346,0,0.716625294
CTPS2,-0.69708423,-0.15154005,0.33338811,0,-0.575792536,0,0.71762229
