Genes,lb,mle,ub,ce,Z,cZ,p_value
THNSL1,-0.818345049,-0.060618152,0.66679967,0,-0.141673144,0,0.556330906
ST6GALNAC2,-0.788035973,-0.060618152,0.636490594,0,-0.145517106,0,0.557848695
EXTL3,-0.939581353,-0.060618152,0.66679967,0,-0.147289715,0,0.558548325
CHST1,-0.757726897,-0.060618152,0.66679967,0,-0.147912043,0,0.558793908
GSTP1,-0.545563366,-0.060618152,0.51525429,0,-0.148873749,0,0.559173372
NUDT2,-0.66679967,-0.060618152,0.51525429,0,-0.161508466,0,0.564153528
CERT1,-0.757726897,-0.060618152,0.575872442,0,-0.169614536,0,0.567343355
IDH3B,-0.697108746,-0.060618152,0.484945214,0,-0.171604738,0,0.568125859
UQCRC2,-0.424327063,-0.060618152,0.303090759,0,-0.174131116,0,0.56911879
ATP5MF,-0.697108746,-0.060618152,0.51525429,0,-0.177356367,0,0.570385761
SUCLG2,-0.727417821,-0.060618152,0.484945214,0,-0.177657329,0,0.570503951
HMOX2,-0.545563366,-0.060618152,0.363708911,0,-0.179331771,0,0.571161399
LTC4S,-0.606181518,-0.060618152,0.51525429,0,-0.186581234,0,0.574005509
SLC33A1,-0.454636138,-0.060618152,0.303090759,0,-0.190786042,0,0.575653388
AOC1,-0.606181518,-0.060618152,0.484945214,0,-0.193075706,0,0.576550161
GGPS1,-0.484945214,-0.060618152,0.363708911,0,-0.196288001,0,0.577807624
GNMT,-0.818345049,-0.060618152,0.697108746,0,-0.197606121,0,0.578323377
ACOT4,-0.727417821,-0.060618152,0.484945214,0,-0.197893879,0,0.578435953
ST6GALNAC5,-0.545563366,-0.060618152,0.51525429,0,-0.210003836,0,0.58316766
SULT1A1,-0.636490594,-0.060618152,0.454636138,0,-0.215017117,0,0.585123014
GALNT3,-0.545563366,-0.060618152,0.363708911,0,-0.217534948,0,0.586104263
NMRK1,-0.878963201,-0.060618152,0.575872442,0,-0.21768553,0,0.586162931
SLC25A4,-0.727417821,-0.060618152,0.484945214,0,-0.241443701,0,0.595394377
ENPP2,-0.697108746,-0.060618152,0.545563366,0,-0.248220499,0,0.598018097
PRDX2,-0.545563366,-0.060618152,0.363708911,0,-0.249281789,0,0.598428591
GPI,-0.363708911,-0.060618152,0.242472607,0,-0.259160317,0,0.602244226
ACMSD,-0.545563366,-0.060618152,0.424327063,0,-0.286941751,0,0.612921539
PGD,-0.394017987,-0.060618152,0.242472607,0,-0.302296709,0,0.618787057
CDO1,-0.575872442,-0.060618152,0.394017987,0,-0.304696451,0,0.619701323
SEPHS2,-0.333399835,-0.060618152,0.181854455,0,-0.315601619,0,0.623847546
NDUFB8,-0.454636138,-0.060618152,0.272781683,0,-0.318203543,0,0.624834727
GATM,-0.727417821,-0.060618152,0.51525429,0,-0.32061293,0,0.625748131
PFKFB1,-0.697108746,-0.060618152,0.484945214,0,-0.351877625,0,0.63753498
FMO1,-0.66679967,-0.060618152,0.394017987,0,-0.370426999,0,0.64446782
DHCR24,-0.394017987,-0.060618152,0.212163531,0,-0.393341574,0,0.652966392
ENO1,-0.303090759,-0.060618152,0.151545379,0,-0.39999193,0,0.65541877
PRODH2,-0.697108746,-0.060618152,0.394017987,0,-0.417345382,0,0.661787101
PDE5A,-0.697108746,-0.060618152,0.394017987,0,-0.417391499,0,0.661803964
UGDH,-0.394017987,-0.060618152,0.181854455,0,-0.434570436,0,0.668062871
SLC5A11,-0.727417821,-0.060618152,0.394017987,0,-0.463467902,0,0.678485492
ST6GALNAC1,-0.727417821,-0.060618152,0.394017987,0,-0.473521421,0,0.682079389
AMPD1,-0.727417821,-0.060618152,0.394017987,0,-0.47945735,0,0.684193349
NT5E,-0.727417821,-0.060618152,0.394017987,0,-0.490312852,0,0.688043733
NAGS,-0.788035973,-0.060618152,0.363708911,0,-0.550739144,0,0.709093747
CHST12,-0.818345049,-0.090927228,0.757726897,0,-0.061061996,0,0.524345082
DNMT3B,-0.727417821,-0.090927228,3.485543728,0,-0.061287728,0,0.524434968
UGT2B15,-0.818345049,-0.090927228,0.697108746,0,-0.144267076,0,0.557355212
AMDHD1,-0.727417821,-0.090927228,0.697108746,0,-0.182724891,0,0.572493058
ADSS1,-0.757726897,-0.090927228,0.606181518,0,-0.193384319,0,0.576671002
SLC1A2,-0.818345049,-0.090927228,0.606181518,0,-0.196113202,0,0.577739218
SLC7A6,-0.848654125,-0.090927228,0.66679967,0,-0.196915351,0,0.57805311
AOX1,-0.818345049,-0.090927228,0.66679967,0,-0.199709903,0,0.579146266
HSD17B3,-0.757726897,-0.090927228,0.575872442,0,-0.237087768,0,0.593705649
MAN1A1,-0.697108746,-0.090927228,0.51525429,0,-0.24021605,0,0.594918614
EHMT2,-0.757726897,-0.090927228,0.545563366,0,-0.244865766,0,0.596719815
PIGS,-0.727417821,-0.090927228,0.484945214,0,-0.25256393,0,0.599697397
PDE1A,-0.818345049,-0.090927228,0.575872442,0,-0.256247978,0,0.601120318
CYP4V2,-0.848654125,-0.090927228,0.575872442,0,-0.263977138,0,0.604101232
KMT2C,-0.697108746,-0.090927228,0.424327063,0,-0.273544638,0,0.607782708
SUCLA2,-0.575872442,-0.090927228,0.394017987,0,-0.277194478,0,0.60918461
NDUFA5,-0.575872442,-0.090927228,0.394017987,0,-0.294100128,0,0.615659304
GALNT11,-0.788035973,-0.090927228,0.484945214,0,-0.298638527,0,0.617392067
IP6K2,-0.636490594,-0.090927228,0.394017987,0,-0.324085182,0,0.627063227
HAGH,-0.545563366,-0.090927228,0.333399835,0,-0.32602668,0,0.627797915
MTMR2,-0.757726897,-0.090927228,0.454636138,0,-0.328928488,0,0.628895129
HK2,-0.727417821,-0.090927228,0.424327063,0,-0.332504964,0,0.630246004
LDHC,-0.878963201,-0.090927228,0.51525429,0,-0.348105885,0,0.636119667
NDUFB1,-0.606181518,-0.090927228,0.363708911,0,-0.351361212,0,0.637341311
MPST,-0.545563366,-0.090927228,0.333399835,0,-0.356325015,0,0.639201411
LAP3,-0.545563366,-0.090927228,0.303090759,0,-0.36323323,0,0.641784667
ENPP1,-0.606181518,-0.090927228,0.333399835,0,-0.378179283,0,0.647351293
SLC20A1,-0.575872442,-0.090927228,0.333399835,0,-0.382925345,0,0.649112441
B3GAT3,-0.606181518,-0.090927228,0.333399835,0,-0.399546124,0,0.655254577
GMPR2,-0.51525429,-0.090927228,0.272781683,0,-0.403551281,0,0.656728641
PIP4K2C,-0.484945214,-0.090927228,0.272781683,0,-0.414862307,0,0.660878648
NDUFA7,-0.636490594,-0.090927228,0.333399835,0,-0.431351615,0,0.666893637
HSD17B10,-0.545563366,-0.090927228,0.303090759,0,-0.437356927,0,0.669073742
ATP5MC3,-0.394017987,-0.090927228,0.212163531,0,-0.440406273,0,0.670178559
MDH1,-0.424327063,-0.090927228,0.212163531,0,-0.440661754,0,0.670271055
SDHD,-0.606181518,-0.090927228,0.303090759,0,-0.451346612,0,0.674130122
LSS,-0.454636138,-0.090927228,0.242472607,0,-0.453189364,0,0.674793805
SLC2A1,-0.454636138,-0.090927228,0.242472607,0,-0.454856251,0,0.675393671
NDUFB2,-0.454636138,-0.090927228,0.242472607,0,-0.47259265,0,0.681748086
NDUFA13,-0.545563366,-0.090927228,0.272781683,0,-0.481727843,0,0.685000353
NOS3,-0.66679967,-0.090927228,0.363708911,0,-0.483045754,0,0.685468375
NIT2,-0.545563366,-0.090927228,0.272781683,0,-0.490513984,0,0.688114881
SLC28A1,-0.727417821,-0.090927228,0.363708911,0,-0.524600704,0,0.700069601
ACOX2,-0.697108746,-0.090927228,0.363708911,0,-0.53340515,0,0.703123423
HEPH,-0.727417821,-0.090927228,0.363708911,0,-0.542463774,0,0.706250472
SLC4A3,-0.878963201,-0.090927228,0.454636138,0,-0.544393332,0,0.706914583
FBP1,-0.454636138,-0.090927228,0.181854455,0,-0.600482049,0,0.72590749
B3GNT7,-0.848654125,-0.090927228,0.363708911,0,-0.632410898,0,0.736440793
CA9,-0.818345049,-0.090927228,0.303090759,0,-0.710429079,0,0.761280952
AKR1B1,-0.697108746,-0.121236304,3.485543728,0,0.106329834,0,0.457660331
NAPRT,-3.243071121,-0.121236304,3.606780032,0,-0.034695469,0,0.513838713
SLC25A20,-0.727417821,-0.121236304,0.636490594,0,-0.081039237,0,0.532294626
SLC27A5,-0.788035973,-0.121236304,0.545563366,0,-0.272973553,0,0.607563227
ACOT2,-0.788035973,-0.121236304,0.575872442,0,-0.277640698,0,0.609355906
SLC29A3,-0.848654125,-0.121236304,0.636490594,0,-0.279417717,0,0.610037862
SLCO4A1,-0.878963201,-0.121236304,0.636490594,0,-0.280877628,0,0.61059787
AGPAT1,-0.788035973,-0.121236304,0.545563366,0,-0.283193519,0,0.611485752
AADAT,-0.848654125,-0.121236304,0.606181518,0,-0.288537286,0,0.613532253
LDHD,-0.818345049,-0.121236304,0.51525429,0,-0.313308782,0,0.622976961
MTMR3,-0.909272277,-0.121236304,0.575872442,0,-0.318050955,0,0.624776857
CYP2C8,-0.727417821,-0.121236304,0.545563366,0,-0.332632429,0,0.630294119
PDE6D,-0.878963201,-0.121236304,0.545563366,0,-0.332738821,0,0.630334279
GALC,-0.848654125,-0.121236304,0.545563366,0,-0.336241882,0,0.631655764
ACSS2,-0.757726897,-0.121236304,0.484945214,0,-0.341535667,0,0.633649821
COQ7,-0.909272277,-0.121236304,0.51525429,0,-0.342134728,0,0.633875248
SLC5A2,-0.727417821,-0.121236304,0.484945214,0,-0.361510501,0,0.641141072
HSD17B8,-0.818345049,-0.121236304,0.51525429,0,-0.362667698,0,0.641573434
ACYP2,-0.788035973,-0.121236304,0.454636138,0,-0.397861896,0,0.654634006
BPGM,-3.728016335,-0.121236304,0.575872442,0,-0.398914633,0,0.655021947
CHKA,-0.636490594,-0.121236304,0.394017987,0,-0.39967676,0,0.655302694
GBA,-2.849053134,-0.121236304,0.545563366,0,-0.405110621,0,0.6573019
PIGC,-0.818345049,-0.121236304,0.424327063,0,-0.407466698,0,0.658167376
ACOX1,-0.757726897,-0.121236304,0.394017987,0,-0.43411269,0,0.667896695
MIP,-0.848654125,-0.121236304,0.454636138,0,-0.442345795,0,0.670880501
PIPOX,-0.727417821,-0.121236304,0.424327063,0,-0.456278904,0,0.675905284
SLC4A5,-0.818345049,-0.121236304,0.51525429,0,-0.462580084,0,0.678167307
PDHB,-0.66679967,-0.121236304,0.363708911,0,-0.465308546,0,0.679144742
SLC30A1,-0.66679967,-0.121236304,0.333399835,0,-0.483851564,0,0.685754391
PGLS,-0.545563366,-0.121236304,0.272781683,0,-0.493441066,0,0.689149514
IDH3G,-0.545563366,-0.121236304,0.272781683,0,-0.500323789,0,0.691576447
PTS,-0.545563366,-0.121236304,0.272781683,0,-0.515444425,0,0.696878752
OXCT2,-0.697108746,-0.121236304,0.363708911,0,-0.517194576,0,0.697489831
HS3ST3B1,-0.788035973,-0.121236304,0.454636138,0,-0.524048455,0,0.699877581
GCNT3,-0.636490594,-0.121236304,0.363708911,0,-0.526620857,0,0.700771547
SLC7A9,-0.66679967,-0.121236304,0.363708911,0,-0.535615668,0,0.703887901
SLC15A1,-0.66679967,-0.121236304,0.363708911,0,-0.567324145,0,0.714753012
ATP1A2,-0.636490594,-0.121236304,0.333399835,0,-0.587270446,0,0.721488957
NDUFA2,-0.575872442,-0.121236304,0.242472607,0,-0.601167068,0,0.726135642
SLC8A2,-0.727417821,-0.121236304,0.363708911,0,-0.601570278,0,0.726269891
PDE2A,-0.727417821,-0.121236304,0.333399835,0,-0.614479546,0,0.730550757
SLC27A6,-3.515852804,-0.121236304,0.66679967,0,-0.655145011,0,0.743812803
CMPK1,-0.454636138,-0.121236304,0.181854455,0,-0.665059827,0,0.746993886
ACADVL,-0.454636138,-0.121236304,0.181854455,0,-0.665847417,0,0.747245683
ATP6V0D1,-0.575872442,-0.121236304,0.212163531,0,-0.693751542,0,0.756080982
COX7A2,-0.424327063,-0.121236304,0.151545379,0,-0.747381387,0,0.772583311
GUK1,-0.454636138,-0.121236304,0.151545379,0,-0.760362065,0,0.776480904
ATP5MG,-0.424327063,-0.121236304,0.151545379,0,-0.761523774,0,0.776827858
COX5A,-0.424327063,-0.121236304,0.151545379,0,-0.812474144,0,0.791740191
DBI,-0.394017987,-0.121236304,0.121236304,0,-0.842112733,0,0.800137573
ACP1,-0.424327063,-0.121236304,0.121236304,0,-0.848448368,0,0.801905842
ATP5F1E,-0.363708911,-0.121236304,0.090927228,0,-1.054736552,0,0.854227085
KYAT3,-0.909272277,-0.151545379,0.697108746,0,-0.271003781,0,0.606805938
CYP4F3,-0.848654125,-0.151545379,0.636490594,0,-0.286426117,0,0.612724113
QPRT,-1.060817656,-0.151545379,0.697108746,0,-0.312725748,0,0.622755484
PGS1,-0.878963201,-0.151545379,0.575872442,0,-0.329125076,0,0.628969424
PTDSS2,-0.848654125,-0.151545379,0.545563366,0,-0.375864662,0,0.646491244
B3GALT5,-0.848654125,-0.151545379,0.545563366,0,-0.38501506,0,0.649886871
GYS1,-0.818345049,-0.151545379,0.454636138,0,-0.405753471,0,0.657538125
FUT8,-0.818345049,-0.151545379,0.454636138,0,-0.408405366,0,0.658511953
ME3,-0.788035973,-0.151545379,0.51525429,0,-0.413016447,0,0.660202718
ABCA3,-0.848654125,-0.151545379,0.484945214,0,-0.413591982,0,0.660413527
ELOVL1,-0.757726897,-0.151545379,0.454636138,0,-0.426895199,0,0.665272169
PIKFYVE,-0.878963201,-0.151545379,0.51525429,0,-0.431227585,0,0.666848551
CHPF2,-0.848654125,-0.151545379,0.484945214,0,-0.435268478,0,0.668316219
SLC25A13,-0.878963201,-0.151545379,0.484945214,0,-0.440254464,0,0.670123591
SLC29A4,-0.818345049,-0.151545379,0.51525429,0,-0.445374862,0,0.671975562
MAOA,-3.3946165,-0.151545379,0.51525429,0,-0.451016215,0,0.674011069
PTGES,-0.727417821,-0.151545379,0.454636138,0,-0.452026568,0,0.674375078
DMAC2L,-0.788035973,-0.151545379,0.394017987,0,-0.474697049,0,0.682498539
SLC5A12,-0.757726897,-0.151545379,0.424327063,0,-0.494939658,0,0.689678642
CKB,-0.939581353,-0.151545379,0.454636138,0,-0.496007584,0,0.69005547
DECR2,-0.848654125,-0.151545379,0.424327063,0,-0.496437931,0,0.690207265
GALNS,-0.848654125,-0.151545379,0.394017987,0,-0.52576515,0,0.700474304
NDUFA12,-0.818345049,-0.151545379,0.363708911,0,-0.527628146,0,0.701121273
CSAD,-0.757726897,-0.151545379,0.333399835,0,-0.539916812,0,0.705372798
NDUFA3,-0.66679967,-0.151545379,0.333399835,0,-0.548656437,0,0.708379376
NDUFB3,-0.757726897,-0.151545379,0.333399835,0,-0.581133675,0,0.719424818
CPT1C,-0.848654125,-0.151545379,0.424327063,0,-0.586536403,0,0.721242447
COMTD1,-0.66679967,-0.151545379,0.303090759,0,-0.58737705,0,0.721524748
PLA2G2F,-0.727417821,-0.151545379,0.363708911,0,-0.60606305,0,0.727763557
NT5C3A,-0.66679967,-0.151545379,0.303090759,0,-0.608048339,0,0.728422293
SLC22A1,-0.697108746,-0.151545379,0.363708911,0,-0.610589955,0,0.729264463
ACLY,-0.575872442,-0.151545379,0.242472607,0,-0.647614768,0,0.741382928
GYG1,-0.575872442,-0.151545379,0.242472607,0,-0.66015041,0,0.745421344
HAGHL,-0.606181518,-0.151545379,0.242472607,0,-0.660984475,0,0.745688865
PDE8B,-0.727417821,-0.151545379,0.333399835,0,-0.671188994,0,0.74894993
GCLC,-0.636490594,-0.151545379,0.272781683,0,-0.67122149,0,0.74896028
DLD,-0.575872442,-0.151545379,0.212163531,0,-0.737166839,0,0.769489552
ELOVL5,-0.484945214,-0.151545379,0.181854455,0,-0.738767333,0,0.769975855
TUSC3,-0.606181518,-0.151545379,0.212163531,0,-0.747521586,0,0.772625611
RENBP,-0.848654125,-0.151545379,0.303090759,0,-0.770016381,0,0.779354912
PPA2,-0.51525429,-0.151545379,0.181854455,0,-0.794659847,0,0.786594303
ATP5PF,-0.484945214,-0.151545379,0.151545379,0,-0.836794744,0,0.798646024
NDUFS6,-0.545563366,-0.151545379,0.181854455,0,-0.843641601,0,0.800565145
COX6B1,-0.484945214,-0.151545379,0.121236304,0,-0.931449609,0,0.82418948
AKR1A1,-0.51525429,-0.151545379,0.151545379,0,-0.932552116,0,0.824474367
FUCA2,-0.484945214,-0.151545379,0.151545379,0,-0.935014538,0,0.825109596
COX4I1,-0.424327063,-0.151545379,0.121236304,0,-0.969626495,0,0.833883649
PKM,-0.394017987,-0.151545379,0.090927228,0,-1.015836337,0,0.845146335
ATP5MC2,-0.424327063,-0.151545379,0.090927228,0,-1.077299209,0,0.859326692
PLA2G3,-0.848654125,-0.181854455,0.606181518,0,-0.360351755,0,0.64070795
LCAT,-0.757726897,-0.181854455,0.484945214,0,-0.404529641,0,0.657088357
GMPPB,-0.727417821,-0.181854455,0.484945214,0,-0.467621456,0,0.679972341
SYNJ1,-0.939581353,-0.181854455,0.51525429,0,-0.468242992,0,0.680194585
PDE3B,-0.818345049,-0.181854455,0.484945214,0,-0.491277762,0,0.688384997
SLC2A8,-0.909272277,-0.181854455,0.484945214,0,-0.491550114,0,0.688481292
MTHFD2L,-0.878963201,-0.181854455,0.454636138,0,-0.492227739,0,0.688720821
SLC25A15,-1.000199505,-0.181854455,0.51525429,0,-0.508299004,0,0.694378166
EPHX2,-1.060817656,-0.181854455,0.484945214,0,-0.514443191,0,0.696528916
MAN1C1,-0.909272277,-0.181854455,0.51525429,0,-0.520532716,0,0.698653834
PFKFB4,-2.909671286,-0.181854455,0.484945214,0,-0.56053261,0,0.712441898
MT-ND6,-0.818345049,-0.181854455,0.454636138,0,-0.563415335,0,0.713423951
UCK2,-1.000199505,-0.181854455,0.454636138,0,-0.566394061,0,0.714437035
GGT6,-1.03050858,-0.181854455,0.454636138,0,-0.571689033,0,0.716233667
HIBADH,-0.939581353,-0.181854455,0.424327063,0,-0.577028223,0,0.718039805
MAN2C1,-0.878963201,-0.181854455,0.394017987,0,-0.584754293,0,0.720643529
SLC19A2,-0.697108746,-0.181854455,0.333399835,0,-0.585156472,0,0.720778745
SLC11A1,-0.727417821,-0.181854455,0.424327063,0,-0.588509394,0,0.721904785
PI4K2A,-0.848654125,-0.181854455,0.363708911,0,-0.594846853,0,0.724027077
SLC4A2,-0.788035973,-0.181854455,0.394017987,0,-0.604359571,0,0.727197696
SLC2A10,-0.66679967,-0.181854455,0.303090759,0,-0.610759784,0,0.72932069
FLAD1,-0.727417821,-0.181854455,0.333399835,0,-0.619517339,0,0.732212199
PCYT2,-0.727417821,-0.181854455,0.333399835,0,-0.632859059,0,0.736587157
SLC6A6,-0.697108746,-0.181854455,0.303090759,0,-0.643721016,0,0.74012182
SLCO2B1,-0.757726897,-0.181854455,0.333399835,0,-0.699870379,0,0.757995871
CAT,-0.636490594,-0.181854455,0.242472607,0,-0.705589002,0,0.759778117
PIGP,-0.818345049,-0.181854455,0.303090759,0,-0.71667447,0,0.763212509
ATP2B1,-0.727417821,-0.181854455,0.272781683,0,-0.725808824,0,0.766022012
SGMS1,-0.788035973,-0.181854455,0.303090759,0,-0.746825461,0,0.772415538
PLCD4,-0.727417821,-0.181854455,0.333399835,0,-0.748150838,0,0.77281541
COX7B,-0.545563366,-0.181854455,0.212163531,0,-0.754051635,0,0.774590891
NME3,-0.66679967,-0.181854455,0.242472607,0,-0.756795226,0,0.775413723
SPTLC1,-3.909870791,-0.181854455,0.545563366,0,-0.757588612,0,0.77565135
ATP5PD,-0.636490594,-0.181854455,0.242472607,0,-0.768277922,0,0.778838956
UROS,-0.636490594,-0.181854455,0.242472607,0,-0.77001389,0,0.779354173
MVD,-0.636490594,-0.181854455,0.181854455,0,-0.885600068,0,0.812083463
SLC35A3,-0.697108746,-0.181854455,0.212163531,0,-0.897845822,0,0.815366124
NEU1,-0.606181518,-0.181854455,0.181854455,0,-0.938057017,0,0.825892445
NANS,-0.51525429,-0.181854455,0.121236304,0,-1.019959939,0,0.84612627
UQCRFS1,-0.545563366,-0.181854455,0.151545379,0,-1.028031738,0,0.848032551
ATP6V0B,-0.51525429,-0.181854455,0.121236304,0,-1.138804931,0,0.872607738
SCD,-0.51525429,-0.181854455,0.060618152,0,-1.345287789,-0.031354549,0.910733842
ALDOA,-0.424327063,-0.181854455,0.030309076,0,-1.43909287,-0.100405569,0.924937894
PRDX6,-0.454636138,-0.181854455,0.030309076,0,-1.50662656,-0.147699312,0.934046797
NT5M,-0.818345049,-0.212163531,3.485543728,0,0.331068519,0,0.370296365
ACSS3,-1.000199505,-0.212163531,0.636490594,0,-0.395259075,0,0.653674151
KCNJ11,-0.818345049,-0.212163531,0.545563366,0,-0.468998344,0,0.68046459
PFKFB3,-1.000199505,-0.212163531,0.545563366,0,-0.513554874,0,0.696218382
SLC5A5,-0.818345049,-0.212163531,0.454636138,0,-0.522450998,0,0.699321822
GLCE,-0.969890429,-0.212163531,0.484945214,0,-0.537561455,0,0.704560077
HMOX1,-1.333599339,-0.212163531,0.575872442,0,-0.555935113,0,0.710872393
ALAS1,-0.909272277,-0.212163531,0.454636138,0,-0.564233544,0,0.713702399
SDSL,-0.878963201,-0.212163531,0.454636138,0,-0.576445962,0,0.717843107
MMAA,-0.969890429,-0.212163531,0.454636138,0,-0.593426358,0,0.723552073
NDUFA9,-0.909272277,-0.212163531,0.424327063,0,-0.600441056,0,0.725893833
CYP39A1,-1.03050858,-0.212163531,0.424327063,0,-0.62423227,0,0.733762472
SLC25A16,-0.939581353,-0.212163531,0.394017987,0,-0.657538936,0,0.744582778
RRM2B,-0.939581353,-0.212163531,0.363708911,0,-0.707395705,0,0.760339697
CDA,-0.939581353,-0.212163531,0.394017987,0,-0.721561067,0,0.764717808
AK4,-0.727417821,-0.212163531,0.272781683,0,-0.7489628,0,0.773060186
SPR,-0.818345049,-0.212163531,0.272781683,0,-0.809819423,0,0.790978016
UEVLD,-0.727417821,-0.212163531,0.242472607,0,-0.832852243,0,0.797535967
HCST,-0.818345049,-0.212163531,0.272781683,0,-0.88958936,0,0.813156789
CMAS,-0.66679967,-0.212163531,0.212163531,0,-0.942258484,0,0.826969841
PAFAH1B1,-0.606181518,-0.212163531,0.181854455,0,-0.950864223,0,0.829163347
GLRX2,-0.727417821,-0.212163531,0.212163531,0,-0.98304324,0,0.837206921
GPD2,-0.697108746,-0.212163531,0.181854455,0,-0.984074376,0,0.837460528
SLC35B2,-0.636490594,-0.212163531,0.181854455,0,-0.991252928,0,0.839218954
CDIPT,-0.66679967,-0.212163531,0.151545379,0,-1.036208157,0,0.849947479
SETD7,-0.606181518,-0.212163531,0.151545379,0,-1.038056343,0,0.850378088
PIGT,-0.575872442,-0.212163531,0.151545379,0,-1.102635031,0,0.864907155
MOGS,-0.66679967,-0.212163531,0.151545379,0,-1.114241486,0,0.867412199
NDUFV3,-0.575872442,-0.212163531,0.121236304,0,-1.131890947,0,0.871159857
ATP6V1A,-0.575872442,-0.212163531,0.121236304,0,-1.1800954,0,0.881018863
ATP5F1C,-0.606181518,-0.212163531,0.121236304,0,-1.202167878,0,0.885350754
AHCYL1,-0.575872442,-0.212163531,0.121236304,0,-1.212132425,0,0.887269153
COX5B,-0.51525429,-0.212163531,0.090927228,0,-1.23117981,0,0.89087219
DHCR7,-0.545563366,-0.212163531,0.090927228,0,-1.349637144,-0.034225832,0.911433798
CHST3,-1.151744884,-0.242472607,3.273380197,0,-0.125320282,0,0.549865002
UGT2B17,-0.757726897,-0.242472607,0.484945214,0,-0.512619212,0,0.695891144
MLYCD,-1.000199505,-0.242472607,0.51525429,0,-0.577375468,0,0.718157079
DBT,-1.000199505,-0.242472607,0.51525429,0,-0.580251214,0,0.719127389
ST3GAL5,-1.03050858,-0.242472607,0.51525429,0,-0.596811685,0,0.724683442
PIGW,-0.909272277,-0.242472607,0.484945214,0,-0.613263555,0,0.730148957
ENTPD4,-0.909272277,-0.242472607,0.454636138,0,-0.624626518,0,0.733891895
MGLL,-0.969890429,-0.242472607,0.484945214,0,-0.627985857,0,0.734993397
GFPT2,-0.939581353,-0.242472607,0.454636138,0,-0.63829711,0,0.738359853
GGT7,-0.848654125,-0.242472607,0.454636138,0,-0.666240948,0,0.747371448
GLUD2,-0.848654125,-0.242472607,0.424327063,0,-0.668432812,0,0.748071322
PLPP1,-1.000199505,-0.242472607,0.424327063,0,-0.673519792,0,0.749691669
MCAT,-0.939581353,-0.242472607,0.454636138,0,-0.685548779,0,0.753501155
PTGS1,-0.969890429,-0.242472607,0.424327063,0,-0.688115857,0,0.754310087
ALDH3A1,-0.848654125,-0.242472607,0.394017987,0,-0.693600936,0,0.756033747
IDUA,-0.969890429,-0.242472607,0.424327063,0,-0.694225813,0,0.756229697
MTR,-0.909272277,-0.242472607,0.333399835,0,-0.8087732,0,0.790677193
CPT1A,-0.848654125,-0.242472607,0.303090759,0,-0.828461186,0,0.796295316
ALDH3B1,-3.54616188,-0.242472607,0.424327063,0,-0.838996257,0,0.799264295
RFK,-0.848654125,-0.242472607,0.272781683,0,-0.849526597,0,0.802205832
B3GNT2,-0.818345049,-0.242472607,0.242472607,0,-0.923020523,0,0.822001745
SC5D,-0.727417821,-0.242472607,0.212163531,0,-0.925456141,0,0.822635656
ACADSB,-0.757726897,-0.242472607,0.212163531,0,-0.926480235,0,0.822901768
PLOD1,-0.788035973,-0.242472607,0.242472607,0,-0.935425857,0,0.825215562
ENTPD6,-0.848654125,-0.242472607,0.242472607,0,-0.936523284,0,0.825498085
NDUFS4,-0.757726897,-0.242472607,0.212163531,0,-0.94663378,0,0.828087288
NSF,-0.788035973,-0.242472607,0.212163531,0,-0.97796257,0,0.835953582
GCLM,-0.727417821,-0.242472607,0.212163531,0,-0.986148615,0,0.837969905
GMDS,-0.818345049,-0.242472607,0.212163531,0,-1.016060497,0,0.845199711
RPE,-0.727417821,-0.242472607,0.212163531,0,-1.022116721,0,0.84663717
IDI1,-0.697108746,-0.242472607,0.151545379,0,-1.151771536,0,0.875292516
AK2,-0.636490594,-0.242472607,0.121236304,0,-1.228381161,0,0.890348042
NDUFC1,-0.606181518,-0.242472607,0.090927228,0,-1.325769745,-0.019835087,0.907542011
CNDP2,-0.636490594,-0.242472607,0.090927228,0,-1.33843653,-0.026279925,0.909622911
PGM3,-0.606181518,-0.242472607,0.090927228,0,-1.347470799,-0.032694887,0.911085674
ECI1,-0.636490594,-0.242472607,0.090927228,0,-1.356837207,-0.036225201,0.912583529
UQCR11,-0.575872442,-0.242472607,0.060618152,0,-1.457137613,-0.112008952,0.927460801
COX6C,-0.545563366,-0.242472607,0.060618152,0,-1.474376135,-0.127284224,0.929809827
GFPT1,-0.545563366,-0.242472607,0.030309076,0,-1.619964572,-0.249911078,0.947380056
PDE4D,-2.939980362,-0.272781683,3.03090759,0,-0.465719914,0,0.679292002
SLC46A1,-1.03050858,-0.272781683,0.454636138,0,-0.660293765,0,0.745467335
NANP,-1.03050858,-0.272781683,0.454636138,0,-0.67267242,0,0.749422141
PRPS1,-1.060817656,-0.272781683,0.454636138,0,-0.681318196,0,0.752164914
HIBCH,-1.060817656,-0.272781683,0.454636138,0,-0.692231414,0,0.755603993
B3GALNT1,-0.969890429,-0.272781683,0.454636138,0,-0.693143362,0,0.755890206
BCKDHA,-0.848654125,-0.272781683,0.394017987,0,-0.723142091,0,0.765203704
DCTD,-1.000199505,-0.272781683,0.424327063,0,-0.723266333,0,0.765241864
EXT1,-1.000199505,-0.272781683,0.424327063,0,-0.745543141,0,0.772028279
RDH5,-0.848654125,-0.272781683,0.424327063,0,-0.752286177,0,0.774060511
B3GNT5,-0.939581353,-0.272781683,0.66679967,0,-0.762964273,0,0.777257649
SLC26A11,-1.000199505,-0.272781683,0.394017987,0,-0.764533932,0,0.777725438
